,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
225,13e865e283c0e065900b9f16a7bcbd3d,168TH STREET SUBWAY STATION (IRT),,,,NEW YORK,Manhattan,1,10032.0,40.840386995799996,-73.9402941546,1000770.42295,245458.638267,0,0,112,10,25100,MN36,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,33,Local
227,M010042,"17 BATTERY PLACE, NEW YORK, NY 10004",17,BATTERY PLACE,17 BATTERY PLACE,NEW YORK,Manhattan,1,10004.0,40.7056,-74.015837,979859.072416,196345.983142,1082634,1000157501,101,1,1300,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
228,M010031,"17 STATE STREET, NEW YORK, NY 10004",17,STATE STREET,17 STATE STREET,NEW YORK,Manhattan,1,10004.0,40.702899386599995,-74.0139786592,980374.1543930001,195361.981141,1000020,1000090014,101,1,900,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
230,M050028,"1700 BROADWAY, NEW YORK, NY 10019",1700,BROADWAY,1700 BROADWAY,NEW YORK,Manhattan,1,10019.0,40.7635507317,-73.98230098270001,989152.919972,217459.35486999998,1024836,1010250025,105,4,13100,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
232,M050111,"172 MADISON AVENUE, NEW YORK, NY 10016",172,MADISON AVENUE,172 MADISON AVENUE,NEW YORK,Manhattan,1,10016.0,40.747406,-73.983637,988783.919882,211577.232508,1089701,1008637502,105,4,7400,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
238,M010041,"175 WATER STREET, NEW YORK, NY 10038",175,WATER STREET,175 WATER STREET,NEW YORK,Manhattan,1,10038.0,40.706362,-74.00512900000001,982827.962351,196623.247324,1001137,1000717501,101,1,1502,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
239,2138e98cf5752d38b06cec1f90fca57e,176TH STREET COMMUNITY GARDEN,,,,BRONX,Bronx,2,10453.0,40.848000525100005,-73.9096100733,1009257.7486200001,248239.8059,0,2028260021,205,14,22701,BX41,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",9.0,46,Local
241,M010011,"180 MAIDEN LANE, NEW YORK, NY 10005",180,MAIDEN LANE,180 MAIDEN LANE,NEW YORK,Manhattan,1,10005.0,40.7052524092,-74.0054656959,982734.5867209999,196218.995735,1000874,1000370023,101,1,700,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
242,M010009,"180 WATER STREET, NEW YORK, NY 10038",180,WATER STREET,180 WATER STREET,NEW YORK,Manhattan,1,10038.0,40.7069739353,-74.0055652993,982707.0106200001,196846.201133,1001134,1000700032,101,1,1502,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
243,K150001,"1809 EMMONS AVENUE, BROOKLYN, NY 11235",1809,EMMONS AVENUE,1809 EMMONS AVENUE,BROOKLYN,Brooklyn,3,11235.0,40.583936,-73.95017299999999,998090.12375,152023.994351,3247051,3087737501,315,48,60800,BK17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,61,Local
247,4f74e4002297b17878feb09f967d94b0,181ST STREET SUBWAY STATION (DUAL SYSTEM IRT),,,,NEW YORK,Manhattan,1,10033.0,40.8495628623,-73.933560165,1002631.16109,248803.092834,0,0,112,10,27100,MN35,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
248,a8c37d7fb389d93e46d2a77bb61b7124,181ST STREET SUBWAY STATION (IND),,,,NEW YORK,Manhattan,1,10033.0,40.8521357636,-73.9376821233,1001490.11861,249739.66033400001,0,0,112,10,27300,MN35,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
251,M080093,"1850 SECOND AVENUE, NEW YORK, NY 10128",1850,SECOND AVENUE,1850 SECOND AVENUE,NEW YORK,Manhattan,1,10128.0,40.783855662600004,-73.9469215625,998949.120032,224861.07919899997,1050342,1015580050,108,5,15601,MN32,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
253,0611cbfc9e3a2ab36dd53a5829b2db3f,185TH STREET PLAZA,,WEST 185 STREET,,NEW YORK,Manhattan,1,10033.0,40.8508070836,-73.929885627,1003647.3911,249257.202165,0,0,112,10,26900,MN35,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
258,edc449b1ad4a3f4b57d3e9cbfea7bbff,"19 RECTOR STREET, BUILDING AT",,,,NEW YORK,Manhattan,1,10006.0,40.7078845963,-74.0140871979,980344.352083,197178.247362,0,1000187501,101,1,1300,MN25,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
260,bd42a0d1369bd21e780f0f976a12a887,190TH STREET SUBWAY STATION (IND),,,,NEW YORK,Manhattan,1,10040.0,40.858979785900004,-73.93426610520001,1002433.2819899999,252233.89017199998,0,0,112,10,28100,MN35,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
262,7e9c10143a44bad83726291e3c27a8d6,1964-1965 NEW YORK WORLD?S FAIR CAROUSEL,,,,CORONA,Queens,4,11368.0,40.7433050175,-73.8492769929,1026015.4324899999,210118.621567,0,4020180001,481,21,38302,QN99,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",24.0,110,Local
263,d98c68af7fc3436a02732ab26cebc75b,1964-1965 WORLD'S FAIR NEW YORK STATE PAVILION,,,,CORONA,Queens,4,11368.0,40.7436868933,-73.8444799345,1027344.45177,210260.074458,0,4020180001,481,21,38302,QN99,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",25.0,110,Local
270,M010026,2 NEW YORK PLAZA,125,BROAD STREET,125 BROAD STREET,NEW YORK,Manhattan,1,10004.0,40.702265999999995,-74.010607,981308.982233,195131.08831199998,1000006,1000057501,101,1,900,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
277,M080051,"200 EAST 90 STREET, NEW YORK, NY 10128",200,EAST 90 STREET,200 EAST 90 STREET,NEW YORK,Manhattan,1,10128.0,40.7809366498,-73.95196499890001,997553.0142290001,223796.77775300003,1048876,1015350003,108,5,15400,MN32,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
280,M010008,"200 WATER STREET, NEW YORK, NY 10038",200,WATER STREET,200 WATER STREET,NEW YORK,Manhattan,1,10038.0,40.7074231646,-74.004758462,982930.716641,197009.855702,1001163,1000750001,101,1,1502,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
282,M060040,"201 EAST 42 STREET, NEW YORK, NY 10017",201,EAST 42 STREET,201 EAST 42 STREET,NEW YORK,Manhattan,1,10017.0,40.7510679043,-73.9738597564,991492.6360930001,212912.039251,1037549,1013160001,106,4,8800,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
288,K020009,"203 JAY STREET, BROOKLYN, NY 11201",203,JAY STREET,203 JAY STREET,BROOKLYN,Brooklyn,3,11201.0,40.698099,-73.986566,987975.096843,193613.033834,3426023,3001077501,302,33,1300,BK38,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,84,Local
295,7c84a18fc409b1ada0f07d9ce311c1f0,207TH STREET YARD - SIGNAL SERVICE BUILDING AND TOWER B (IND),,,,NEW YORK,Manhattan,1,10034.0,40.868354671599995,-73.913134387,1008275.34007,255654.615338,0,1021890001,112,10,29900,MN01,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
299,96e1aedd0358e2bed4df2eb6fc9c524c,"210 EAST 68TH STREET, BUILDING AT",,,,NEW YORK,Manhattan,1,10065.0,40.766798306300004,-73.96212521300001,994741.4293959999,218644.32633699998,0,1014220048,108,4,11800,MN31,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
300,M080082,"211 EAST 70 STREET, NEW YORK, NY 10021",211,EAST 70 STREET,211 EAST 70 STREET,NEW YORK,Manhattan,1,10021.0,40.7684018203,-73.9605105008,995188.446123,219228.73711,1043921,1014250005,108,4,12600,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
306,fccff3e687fe8b2d4682a84e54c4be66,"216-264 OVINGTON AVENUE, HOUSES AT",,,,BROOKLYN,Brooklyn,3,11209.0,40.6349689242,-74.0277320555,976552.9320540001,170613.896204,0,3058860023,310,43,6800,BK31,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",20.0,68,Local
313,M080016,"220 EAST 72 STREET, NEW YORK, NY 10021",220,EAST 72 STREET,220 EAST 72 STREET,NEW YORK,Manhattan,1,10021.0,40.769009356,-73.9597251883,995405.8729940001,219450.181556,1083342,1014260035,108,4,12600,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
319,55bf6eb9b65b812ee2885edd6c7cdba8,225 STREET MALLS,,,,LAURELTON,Queens,4,11413.0,40.67279327,-73.7478191024,1054203.36736,184493.828347,0,0,413,31,64600,QN66,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",MALL,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",29.0,105,Local
327,M050017,"230 WEST 27 STREET, NEW YORK, NY 10001",230,WEST 27 STREET,230 WEST 27 STREET,NEW YORK,Manhattan,1,10001.0,40.7470208058,-73.9953811492,985529.8154790001,211436.504178,1014237,1007760055,105,3,9500,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
334,3768d5cac8cfa95d7ca37e17480ae774,240 CENTRAL PARK SOUTH,,,,NEW YORK,Manhattan,1,10019.0,40.7673192826,-73.9811777013,989463.7924200001,218832.42731300002,0,1010300058,105,4,13700,MN17,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
335,M060016,"240 EAST 38 STREET, NEW YORK, NY 10016",240,EAST 38 STREET,240 EAST 38 STREET,NEW YORK,Manhattan,1,10016.0,40.747289,-73.97495,991190.9577469999,211535.174637,1020338,1009187501,106,4,7800,MN20,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
339,3a68c4119c5800e04225e7e312e659b8,242ND STREET - VAN CORTLANDT PARK STATION (IRT),,,,BRONX,Bronx,2,10463.0,40.8892062331,-73.8985698953,1012294.7969600001,263255.994861,0,0,208,11,28500,BX29,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,50,Local
340,M060079,"243 LEXINGTON AVENUE, NEW YORK, NY 10016",243,LEXINGTON AVENUE,243 LEXINGTON AVENUE,NEW YORK,Manhattan,1,10016.0,40.7464761651,-73.9792337329,990004.073516,211238.722421,1087628,1008900025,106,2,7200,MN20,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
345,M050050,"245 PARK AVENUE, NEW YORK, NY 10167",245,PARK AVENUE,245 PARK AVENUE,NEW YORK,Manhattan,1,10167.0,40.7546111666,-73.9746857746,991263.3994969999,214202.897103,1036205,1013010001,105,4,9200,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
350,K010002,"25 KENT AVENUE, BROOKLYN, NY 11249",25,KENT AVENUE,25 KENT AVENUE,BROOKLYN,Brooklyn,3,11249.0,40.722947805,-73.9578080746,995944.9846229999,202668.73578800002,3425961,3022820001,301,33,55700,BK73,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",14.0,94,Local
355,M080014,"254 EAST 68 STREET, NEW YORK, NY 10065",254,EAST 68 STREET,254 EAST 68 STREET,NEW YORK,Manhattan,1,10065.0,40.7660745306,-73.9608534501,995093.82935,218380.78581300002,1043884,1014220021,108,4,11800,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
356,fb55f1cad299e630bb3b032f938da965,254-260 CANAL STREET,,,,NEW YORK,Manhattan,1,10013.0,40.7184053121,-74.0009686507,983981.485895,201010.951029,0,1001960021,101,1,3100,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,5,Local
364,c9e75f36409ef51ef9e6d50284423c36,25TH STREET PLAZA,,25 STREET,,NEW YORK,Manhattan,1,10010.0,40.7404584729,-73.9830249701,988953.993885,209046.059067,0,0,106,2,6800,MN21,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
367,M080013,"265 EAST 66 STREET, NEW YORK, NY 10065",265,EAST 66 STREET,265 EAST 66 STREET,NEW YORK,Manhattan,1,10065.0,40.7654387652,-73.9612405924,994986.6911129999,218149.10781,1043873,1014210021,108,4,11800,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
373,M050045,"280 PARK AVENUE, NEW YORK, NY 10017",280,PARK AVENUE,280 PARK AVENUE,NEW YORK,Manhattan,1,10017.0,40.7564215936,-73.9750983943,991148.8941629999,214862.461738,1035441,1012840033,105,4,9400,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
376,a168352e1889a22776e9a9ca02bb18a8,28TH STREET SUBWAY STATION (IRT),,,,NEW YORK,Manhattan,1,10016.0,40.7431581382,-73.9842335229,988618.911692,210029.57037899998,0,0,105,2,5600,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
381,M070015,30 LINCOLN PLAZA,1886,BROADWAY,1886 BROADWAY,NEW YORK,Manhattan,1,10023.0,40.770769,-73.981573,989354.0299729999,220089.25068000003,1027463,1011157503,107,6,14900,MN14,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,20,Local
383,M010054,30 PARK PLACE,99,CHURCH STREET,99 CHURCH STREET,NEW YORK,Manhattan,1,10007.0,40.712776,-74.009036,981744.970592,198960.148744,1089428,1001237502,101,1,2100,MN24,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
388,M060020,"300 EAST 34 STREET, NEW YORK, NY 10016",300,EAST 34 STREET,300 EAST 34 STREET,NEW YORK,Manhattan,1,10016.0,40.7442996978,-73.9755219827,991032.774742,210446.031421,1078843,1009390001,106,2,7000,MN20,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
390,M080023,"300 EAST 74 STREET, NEW YORK, NY 10021",300,EAST 74 STREET,300 EAST 74 STREET,NEW YORK,Manhattan,1,10021.0,40.7694095791,-73.9570917342,996135.2519719999,219596.342452,1089033,1014480003,108,5,12600,MN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
392,M020002,"300 MERCER STREET, NEW YORK, NY 10003",300,MERCER STREET,300 MERCER STREET,NEW YORK,Manhattan,1,10003.0,40.7300298872,-73.9933520038,986092.5315719999,205246.211411,1008840,1005480070,102,1,5700,MN23,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,6,Local
399,cf0b598a28730a6fef81d2031ddc6e80,"304 PARK AVENUE SOUTH, BUILDING AT",,,,NEW YORK,Manhattan,1,10010.0,40.740154926100004,-73.9869661621,987861.8565700001,208935.28027000002,0,1008510041,105,2,5600,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
421,M050109,"325 FIFTH AVENUE, NEW YORK, NY 10016",325,FIFTH AVENUE,325 FIFTH AVENUE,NEW YORK,Manhattan,1,10016.0,40.747329,-73.98486,988445.0514209999,211549.118003,1087309,1008627503,105,4,7400,MN17,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
423,2c7896a0953722daa372aa858b3a4e33,32ND POLICE PRECINCT GARAGE,,,,NEW YORK,Manhattan,1,10031.0,40.8295932363,-73.94482271470001,999519.8616559999,241525.25080500002,0,1020830035,109,7,23700,MN04,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,30,Local
425,M010055,"33 BEEKMAN STREET, NEW YORK, NY 10038",33,BEEKMAN STREET,33 BEEKMAN STREET,NEW YORK,Manhattan,1,10038.0,40.710451,-74.00596999999999,982594.892959,198113.008019,1089833,1000927501,101,1,1501,MN25,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
427,M040007,"330 WEST 56 STREET, NEW YORK, NY 10019",330,WEST 56 STREET,330 WEST 56 STREET,NEW YORK,Manhattan,1,10019.0,40.7664877503,-73.9850649748,988387.066091,218529.26509099998,1025442,1010460047,104,3,13900,MN15,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
